Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Unit,Y1961,Y1961F,Y1961N,Y1962,Y1962F,Y1962N,Y1963,Y1963F,Y1963N,Y1964,Y1964F,Y1964N,Y1965,Y1965F,Y1965N,Y1966,Y1966F,Y1966N,Y1967,Y1967F,Y1967N,Y1968,Y1968F,Y1968N,Y1969,Y1969F,Y1969N,Y1970,Y1970F,Y1970N,Y1971,Y1971F,Y1971N,Y1972,Y1972F,Y1972N,Y1973,Y1973F,Y1973N,Y1974,Y1974F,Y1974N,Y1975,Y1975F,Y1975N,Y1976,Y1976F,Y1976N,Y1977,Y1977F,Y1977N,Y1978,Y1978F,Y1978N,Y1979,Y1979F,Y1979N,Y1980,Y1980F,Y1980N,Y1981,Y1981F,Y1981N,Y1982,Y1982F,Y1982N,Y1983,Y1983F,Y1983N,Y1984,Y1984F,Y1984N,Y1985,Y1985F,Y1985N,Y1986,Y1986F,Y1986N,Y1987,Y1987F,Y1987N,Y1988,Y1988F,Y1988N,Y1989,Y1989F,Y1989N,Y1990,Y1990F,Y1990N,Y1991,Y1991F,Y1991N,Y1992,Y1992F,Y1992N,Y1993,Y1993F,Y1993N,Y1994,Y1994F,Y1994N,Y1995,Y1995F,Y1995N,Y1996,Y1996F,Y1996N,Y1997,Y1997F,Y1997N,Y1998,Y1998F,Y1998N,Y1999,Y1999F,Y1999N,Y2000,Y2000F,Y2000N,Y2001,Y2001F,Y2001N,Y2002,Y2002F,Y2002N,Y2003,Y2003F,Y2003N,Y2004,Y2004F,Y2004N,Y2005,Y2005F,Y2005N,Y2006,Y2006F,Y2006N,Y2007,Y2007F,Y2007N,Y2008,Y2008F,Y2008N,Y2009,Y2009F,Y2009N,Y2010,Y2010F,Y2010N,Y2011,Y2011F,Y2011N,Y2012,Y2012F,Y2012N,Y2013,Y2013F,Y2013N,Y2014,Y2014F,Y2014N,Y2015,Y2015F,Y2015N,Y2016,Y2016F,Y2016N,Y2017,Y2017F,Y2017N,Y2018,Y2018F,Y2018N,Y2019,Y2019F,Y2019N,Y2020,Y2020F,Y2020N,Y2021,Y2021F,Y2021N
"100","'356","India","27","'0113","Rice","5419","Yield","100 g/ha","15419.000000","E",,"13959.000000","E",,"15498.000000","E",,"16171.000000","E",,"12936.000000","E",,"12952.000000","E",,"15484.000000","E",,"16134.000000","E",,"16094.000000","E",,"16849.000000","E",,"17110.000000","E",,"16046.000000","E",,"17259.000000","E",,"15744.000000","E",,"18582.000000","E",,"16372.000000","E",,"19613.000000","E",,"19912.000000","E",,"16105.000000","E",,"20002.000000","E",,"19623.000000","E",,"18497.000000","E",,"21833.000000","E",,"21272.000000","E",,"23292.000000","E",,"22052.000000","E",,"21991.000000","E",,"25486.000000","E",,"26160.000000","E",,"26125.000000","E",,"26271.000000","A",,"26092.000000","A",,"28303.000000","A",,"28645.000000","A",,"26972.000000","A",,"28226.000000","A",,"28457.000000","A",,"28805.000000","A",,"29782.000000","A",,"28508.000000","A",,"31158.000000","A",,"26163.000000","A",,"31177.000000","A",,"29756.000000","A",,"31537.000000","A",,"31759.000000","A",,"32924.000000","A",,"32509.000000","A",,"32366.000000","A",,"33587.000000","A",,"35878.000000","A",,"36909.000000","A",,"36070.000000","A",,"35638.000000","A",,"36077.000000","A",,"37902.000000","A",,"38639.000000","A",,"39568.000000","A",,"40837.000000","A",,"41380.000000","A",,"42137.000000","A",
"101","'360","Indonesia","27","'0113","Rice","5419","Yield","100 g/ha","17623.000000","E",,"17855.000000","E",,"17226.000000","E",,"17630.000000","E",,"17708.000000","E",,"17748.000000","E",,"17592.000000","E",,"21398.000000","E",,"22487.000000","E",,"23763.000000","E",,"24254.000000","E",,"24556.000000","E",,"25572.000000","E",,"26412.000000","E",,"26297.000000","E",,"27843.000000","E",,"27929.000000","E",,"28862.000000","E",,"29855.000000","E",,"32928.000000","E",,"34934.000000","E",,"37363.000000","E",,"38530.000000","E",,"39060.000000","E",,"39418.000000","E",,"39773.000000","E",,"40391.000000","E",,"41108.000000","E",,"42470.000000","E",,"43018.000000","E",,"43465.000000","A",,"43446.000000","A",,"43750.000000","A",,"43453.000000","A",,"43487.000000","A",,"44168.000000","A",,"44322.000000","A",,"41974.000000","A",,"42519.000000","A",,"44007.000000","A",,"43879.000000","A",,"44691.000000","A",,"45426.000000","A",,"45365.000000","A",,"45739.000000","A",,"46201.000000","A",,"46468.000000","E",,"49165.000000","E",,"50105.000000","E",,"50253.000000","E",,"49995.000000","E",,"51510.000000","E",,"51668.000000","E",,"51477.000000","E",,"53588.000000","E",,"50973.000000","E",,"50690.000000","E",,"52031.000000","A",,"51137.000000","A",,"51279.000000","A",,"52263.000000","A",
"102","'364","Iran (Islamic Republic of)","27","'0113","Rice","5419","Yield","100 g/ha","21429.000000","I",,"28367.000000","I",,"28700.000000","I",,"28665.000000","I",,"28389.000000","I",,"25594.000000","E",,"27988.000000","E",,"27374.000000","E",,"28022.000000","E",,"27937.000000","E",,"30407.000000","E",,"31830.000000","E",,"30737.000000","E",,"30115.000000","E",,"31020.000000","E",,"37893.000000","E",,"34665.000000","E",,"39547.000000","E",,"32726.000000","E",,"28356.000000","E",,"35366.000000","E",,"33223.000000","E",,"28305.000000","E",,"33608.000000","E",,"37111.000000","E",,"37873.000000","E",,"34220.000000","E",,"30356.000000","E",,"35723.000000","E",,"37787.000000","E",,"40469.000000","A",,"39597.000000","A",,"38758.000000","A",,"40097.000000","A",,"40683.000000","A",,"44722.000000","A",,"41727.000000","A",,"45053.000000","A",,"39994.000000","A",,"36915.000000","A",,"38661.000000","A",,"47241.000000","A",,"47639.000000","A",,"41580.000000","A",,"43573.000000","A",,"41426.000000","A",,"43257.000000","A",,"39285.000000","A",,"39883.000000","A",,"44187.000000","A",,"35717.000000","A",,"41404.000000","A",,"43363.000000","A",,"43542.000000","A",,"44299.000000","A",,"49008.000000","A",,"49292.000000","A",,"49292.000000","A",,"43242.000000","E",,"36818.000000","A",,"36818.000000","A",
"103","'368","Iraq","27","'0113","Rice","5419","Yield","100 g/ha","27381.000000","I",,"28275.000000","I",,"26039.000000","I",,"28362.000000","I",,"27451.000000","I",,"28013.000000","I",,"30575.000000","E",,"32431.000000","E",,"30000.000000","E",,"24027.000000","E",,"28118.000000","E",,"28511.000000","E",,"24487.000000","E",,"22056.000000","E",,"20261.000000","E",,"31171.000000","E",,"31384.000000","E",,"31434.000000","E",,"26882.000000","E",,"30099.000000","E",,"29761.000000","E",,"28356.000000","E",,"22597.000000","E",,"27765.000000","E",,"28348.000000","E",,"28127.000000","E",,"27986.000000","E",,"27855.000000","E",,"31863.000000","E",,"28889.000000","E",,"22008.000000","A",,"18947.000000","A",,"18727.000000","A",,"23497.000000","E",,"18000.000000","E",,"22500.000000","E",,"20165.000000","E",,"23438.000000","E",,"13846.000000","E",,"6000.000000","E",,"12800.000000","E",,"25000.000000","E",,"30508.000000","A",,"28409.000000","A",,"28879.000000","A",,"28867.000000","A",,"31630.000000","A",,"29281.000000","A",,"31511.000000","A",,"32482.000000","A",,"35762.000000","A",,"45468.000000","A",,"47162.000000","A",,"51049.000000","A",,"44776.000000","A",,"48056.000000","A",,"48975.000000","A",,"33556.000000","A",,"45014.000000","A",,"45688.000000","A",,"43922.000000","A",
"110","'392","Japan","27","'0113","Rice","5419","Yield","100 g/ha","48794.000000","E",,"51372.000000","E",,"50821.000000","E",,"50111.000000","E",,"49489.000000","E",,"50841.000000","E",,"57490.000000","E",,"57183.000000","E",,"55505.000000","E",,"56348.000000","E",,"52439.000000","E",,"58458.000000","E",,"60175.000000","E",,"58605.000000","E",,"61856.000000","E",,"54797.000000","E",,"61683.000000","E",,"61758.000000","E",,"59864.000000","E",,"51279.000000","E",,"56295.000000","E",,"56881.000000","E",,"57008.000000","E",,"64138.000000","E",,"62246.000000","E",,"63218.000000","E",,"61901.000000","E",,"58858.000000","E",,"61679.000000","E",,"63279.000000","E",,"58590.000000","A",,"62754.000000","A",,"45783.000000","A",,"67703.000000","A",,"63432.000000","A",,"65402.000000","A",,"64163.000000","A",,"62188.000000","A",,"64143.000000","A",,"67023.000000","A",,"66354.000000","A",,"65823.000000","A",,"58498.000000","A",,"64150.000000","A",,"66483.000000","A",,"63359.000000","A",,"65111.000000","A",,"67786.000000","A",,"65222.000000","A",,"65076.000000","E",,"66462.000000","E",,"68632.000000","E",,"69315.000000","E",,"69801.000000","E",,"68754.000000","E",,"69643.000000","E",,"69216.000000","E",,"72150.000000","A",,"71701.000000","A",,"71607.000000","A",,"74967.000000","A",
"108","'398","Kazakhstan","27","'0113","Rice","5419","Yield","100 g/ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39915.000000","A",,"36871.000000","A",,"27937.000000","A",,"21932.000000","A",,"26155.000000","A",,"30765.000000","A",,"32162.000000","A",,"28070.000000","A",,"29723.000000","A",,"28714.000000","A",,"30288.000000","A",,"32696.000000","A",,"34182.000000","A",,"33518.000000","A",,"32966.000000","A",,"33678.000000","A",,"33736.000000","A",,"35323.000000","A",,"39697.000000","A",,"37152.000000","A",,"37712.000000","A",,"38500.000000","A",,"39573.000000","A",,"42756.000000","A",,"47480.000000","A",,"46841.000000","A",,"47590.000000","A",,"54983.000000","A",,"54438.000000","A",,"52132.000000","A",
"113","'417","Kyrgyzstan","27","'0113","Rice","5419","Yield","100 g/ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14737.000000","A",,"9600.000000","A",,"13000.000000","A",,"14889.000000","A",,"17037.000000","A",,"19180.000000","A",,"20042.000000","A",,"24698.000000","A",,"30488.000000","A",,"29859.000000","A",,"31290.000000","A",,"30069.000000","A",,"30052.000000","A",,"29517.000000","A",,"29633.000000","A",,"28236.000000","A",,"28548.000000","A",,"33041.000000","A",,"32935.000000","A",,"30898.000000","A",,"32219.000000","A",,"34438.000000","A",,"35016.000000","A",,"35081.000000","A",,"35185.000000","A",,"35669.000000","A",,"35945.000000","A",,"36464.000000","A",,"37288.000000","A",,"37357.000000","A",
"120","'418","Lao People's Democratic Republic","27","'0113","Rice","5419","Yield","100 g/ha","8710.000000","E",,"8644.000000","E",,"8667.000000","E",,"8024.000000","E",,"8079.000000","E",,"8108.000000","E",,"8448.000000","E",,"11753.000000","E",,"13471.000000","E",,"13589.000000","E",,"12204.000000","E",,"12287.000000","E",,"13290.000000","E",,"13190.000000","E",,"13382.000000","E",,"12600.000000","E",,"12345.000000","E",,"12512.000000","E",,"12577.000000","E",,"14386.000000","E",,"15498.000000","E",,"14825.000000","E",,"15851.000000","E",,"20166.000000","E",,"21028.000000","E",,"22588.000000","E",,"22272.000000","E",,"19118.000000","E",,"23552.000000","E",,"22935.000000","E",,"21977.000000","A",,"26555.000000","A",,"22668.000000","A",,"25812.000000","A",,"25323.000000","A",,"25526.000000","A",,"27607.000000","A",,"27116.000000","A",,"29304.000000","A",,"30606.000000","A",,"31264.000000","A",,"32739.000000","A",,"31403.000000","A",,"32831.000000","A",,"34890.000000","A",,"35855.000000","A",,"37233.000000","A",,"37772.000000","A",,"38419.000000","A",,"35909.000000","A",,"37513.000000","A",,"37367.000000","A",,"38315.000000","A",,"41786.000000","A",,"42501.000000","A",,"42625.000000","A",,"42251.000000","A",,"42264.000000","A",,"41548.000000","A",,"38181.000000","A",,"41031.000000","E",
"131","'458","Malaysia","27","'0113","Rice","5419","Yield","100 g/ha","21086.000000","E",,"20678.000000","E",,"21525.000000","E",,"19968.000000","E",,"21578.000000","E",,"21408.000000","E",,"20165.000000","E",,"21714.000000","E",,"23246.000000","E",,"23858.000000","E",,"24736.000000","E",,"23980.000000","E",,"26342.000000","E",,"28311.000000","E",,"26615.000000","E",,"27217.000000","E",,"26252.000000","E",,"25695.000000","E",,"28388.000000","E",,"28524.000000","E",,"28409.000000","E",,"27619.000000","E",,"26041.000000","E",,"25187.000000","E",,"26648.000000","E",,"26399.000000","E",,"24686.000000","E",,"25251.000000","E",,"26251.000000","E",,"27694.000000","E",,"28178.000000","A",,"29918.000000","A",,"30348.000000","A",,"30614.000000","A",,"31619.000000","A",,"32510.000000","A",,"30676.000000","A",,"28829.000000","A",,"29415.000000","A",,"30640.000000","A",,"31101.000000","A",,"32385.000000","A",,"33596.000000","A",,"33260.000000","A",,"34221.000000","A",,"33907.000000","E",,"35277.000000","A",,"35836.000000","A",,"37205.000000","A",,"36361.000000","A",,"37468.000000","A",,"37972.000000","A",,"38763.000000","A",,"29855.000000","A",,"40223.000000","A",,"39775.000000","A",,"37496.000000","A",,"37704.000000","A",,"35009.000000","A",,"36538.000000","A",,"37452.000000","A",
"28","'104","Myanmar","27","'0113","Rice","5419","Yield","100 g/ha","16066.000000","E",,"16469.000000","E",,"15957.000000","E",,"17097.000000","E",,"16614.000000","E",,"14694.000000","E",,"16510.000000","E",,"16843.000000","E",,"17092.000000","E",,"16973.000000","E",,"17161.000000","E",,"16247.000000","E",,"17629.000000","E",,"17574.000000","E",,"18307.000000","E",,"18974.000000","E",,"19453.000000","E",,"21012.000000","E",,"23521.000000","E",,"27739.000000","E",,"29419.000000","E",,"31505.000000","E",,"30666.000000","E",,"30981.000000","E",,"30718.000000","E",,"30279.000000","E",,"30424.000000","E",,"29084.000000","E",,"29174.000000","E",,"29353.000000","E",,"28400.000000","A",,"28882.000000","A",,"30063.000000","A",,"31182.000000","A",,"29290.000000","A",,"30159.000000","A",,"30308.000000","A",,"30793.000000","A",,"32405.000000","A",,"33301.000000","A",,"33639.000000","A",,"33655.000000","A",,"34883.000000","A",,"35785.000000","A",,"36899.000000","A",,"37694.000000","A",,"38639.000000","A",,"39688.000000","A",,"39917.000000","A",,"40026.000000","A",,"37733.000000","A",,"37512.000000","A",,"37930.000000","A",,"38464.000000","A",,"38718.000000","A",,"38181.000000","A",,"38218.000000","A",,"38568.000000","A",,"37957.000000","A",,"38043.000000","A",,"38108.000000","E",
"149","'524","Nepal","27","'0113","Rice","5419","Yield","100 g/ha","19375.000000","E",,"19342.000000","E",,"19349.000000","E",,"19991.000000","E",,"19865.000000","E",,"18248.000000","E",,"18361.000000","E",,"18745.000000","E",,"19104.000000","E",,"19486.000000","E",,"19520.000000","E",,"17633.000000","E",,"19690.000000","E",,"19779.000000","E",,"20742.000000","E",,"18914.000000","E",,"18056.000000","E",,"18527.000000","E",,"16424.000000","E",,"19320.000000","E",,"19746.000000","E",,"14489.000000","E",,"20664.000000","E",,"19678.000000","E",,"20161.000000","E",,"17790.000000","E",,"20950.000000","E",,"22635.000000","E",,"23657.000000","E",,"24067.000000","E",,"22826.000000","A",,"20481.000000","A",,"24100.000000","A",,"21237.000000","A",,"23910.000000","A",,"24554.000000","A",,"24170.000000","A",,"24434.000000","A",,"24722.000000","A",,"27028.000000","A",,"27454.000000","A",,"26754.000000","A",,"26753.000000","A",,"28573.000000","A",,"27825.000000","A",,"27166.000000","A",,"25570.000000","A",,"27750.000000","A",,"29074.000000","A",,"27164.000000","A",,"29805.000000","A",,"33120.000000","A",,"31709.000000","A",,"33942.000000","A",,"33596.000000","A",,"31543.000000","A",,"33690.000000","A",,"35058.000000","A",,"37607.000000","A",,"38048.000000","A",,"38153.000000","A",
"165","'586","Pakistan","27","'0113","Rice","5419","Yield","100 g/ha","13915.000000","E",,"13856.000000","E",,"13902.000000","E",,"14937.000000","E",,"14174.000000","E",,"14523.000000","E",,"15835.000000","E",,"19604.000000","E",,"22201.000000","E",,"21939.000000","E",,"23293.000000","E",,"23624.000000","E",,"24353.000000","E",,"21632.000000","E",,"22964.000000","E",,"23472.000000","E",,"23297.000000","E",,"24230.000000","E",,"23710.000000","E",,"24235.000000","E",,"26035.000000","E",,"26121.000000","E",,"25065.000000","E",,"24883.000000","E",,"23499.000000","E",,"25320.000000","E",,"24765.000000","E",,"23511.000000","E",,"22925.000000","E",,"23151.000000","E",,"23199.000000","A",,"23686.000000","A",,"27397.000000","A",,"24333.000000","A",,"27522.000000","A",,"28685.000000","A",,"28048.000000","A",,"28930.000000","A",,"30744.000000","A",,"30312.000000","A",,"27542.000000","A",,"30192.000000","A",,"29551.000000","A",,"29914.000000","A",,"31742.000000","A",,"31604.000000","A",,"33176.000000","A",,"35199.000000","A",,"35809.000000","A",,"30588.000000","A",,"35939.000000","A",,"35966.000000","A",,"37528.000000","A",,"36339.000000","A",,"37240.000000","A",,"37716.000000","A",,"38526.000000","A",,"25629.000000","A",,"36653.000000","A",,"37868.000000","A",,"39532.000000","A",
"171","'608","Philippines","27","'0113","Rice","5419","Yield","100 g/ha","12299.000000","E",,"12548.000000","E",,"12447.000000","E",,"12478.000000","E",,"13099.000000","E",,"13223.000000","E",,"13804.000000","E",,"13339.000000","E",,"17098.000000","E",,"17460.000000","E",,"15980.000000","E",,"14431.000000","E",,"14624.000000","E",,"15458.000000","E",,"16636.000000","E",,"17967.000000","E",,"20142.000000","E",,"20253.000000","E",,"21131.000000","E",,"22105.000000","E",,"22977.000000","E",,"26342.000000","E",,"23227.000000","E",,"24300.000000","E",,"25879.000000","E",,"27173.000000","E",,"26229.000000","E",,"26442.000000","E",,"27046.000000","E",,"29786.000000","E",,"28243.000000","A",,"28545.000000","A",,"28742.000000","A",,"28859.000000","A",,"28043.000000","A",,"28558.000000","A",,"29329.000000","A",,"26986.000000","A",,"29468.000000","A",,"30681.000000","A",,"31866.000000","A",,"32797.000000","A",,"33696.000000","A",,"35130.000000","A",,"35876.000000","A",,"36844.000000","A",,"38008.000000","A",,"37703.000000","A",,"35890.000000","A",,"36224.000000","A",,"36776.000000","A",,"38448.000000","A",,"38852.000000","A",,"40019.000000","A",,"38980.000000","A",,"38690.000000","A",,"40061.000000","A",,"39718.000000","A",,"40449.000000","A",,"40888.000000","A",,"41540.000000","A",
"117","'410","Republic of Korea","27","'0113","Rice","5419","Yield","100 g/ha","41480.000000","E",,"35768.000000","E",,"43974.000000","E",,"44720.000000","E",,"39634.000000","E",,"44257.000000","E",,"40551.000000","E",,"38593.000000","E",,"46623.000000","E",,"45520.000000","E",,"46697.000000","E",,"46146.000000","E",,"49504.000000","E",,"51257.000000","E",,"53243.000000","E",,"59667.000000","E",,"67868.000000","E",,"69380.000000","E",,"63905.000000","E",,"43076.000000","E",,"58410.000000","E",,"61510.000000","E",,"61926.000000","E",,"64754.000000","E",,"63514.000000","E",,"63688.000000","E",,"60173.000000","E",,"65550.000000","E",,"64456.000000","E",,"62057.000000","E",,"60346.000000","A",,"62728.000000","A",,"56381.000000","A",,"61909.000000","A",,"60507.000000","A",,"67866.000000","A",,"69507.000000","A",,"64123.000000","A",,"66272.000000","A",,"67110.000000","A",,"68381.000000","A",,"63495.000000","A",,"60542.000000","A",,"67291.000000","A",,"65682.000000","A",,"66010.000000","A",,"62736.000000","A",,"69123.000000","A",,"70335.000000","A",,"65138.000000","A",,"65774.000000","A",,"63652.000000","A",,"67638.000000","A",,"69131.000000","A",,"72197.000000","A",,"72228.000000","A",,"70034.000000","A",,"70430.000000","A",,"68731.000000","A",,"64881.000000","A",,"71143.000000","A",
"194","'682","Saudi Arabia","27","'0113","Rice","5419","Yield","100 g/ha","28000.000000","E",,"26500.000000","I",,"28492.000000","E",,"25000.000000","E",,"23333.000000","E",,"30000.000000","X","Unofficial figure","38023.000000","X","Unofficial figure","38023.000000","X","Unofficial figure","30000.000000","X","Unofficial figure","30000.000000","X","Unofficial figure","20000.000000","E",,"14468.000000","E",,"10000.000000","E",,"10000.000000","E",,"10000.000000","E",,"10000.000000","I",,"15917.000000","E",,"24214.000000","E",,"19852.000000","E",,"14667.000000","E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"968.000000","A",,"1417.000000","A",,"17391.000000","E",,"23353.000000","A",,"24012.000000","A",
"38","'144","Sri Lanka","27","'0113","Rice","5419","Yield","100 g/ha","18626.000000","E",,"19539.000000","E",,"19547.000000","E",,"19962.000000","E",,"17696.000000","E",,"18365.000000","E",,"21259.000000","E",,"23968.000000","E",,"25654.000000","E",,"22485.000000","E",,"20119.000000","E",,"20540.000000","E",,"19539.000000","E",,"20104.000000","E",,"19325.000000","E",,"19712.000000","E",,"21441.000000","E",,"22521.000000","E",,"24282.000000","E",,"25897.000000","E",,"26462.000000","E",,"28896.000000","E",,"31977.000000","E",,"27316.000000","E",,"30777.000000","E",,"30944.000000","E",,"31318.000000","E",,"30367.000000","E",,"29916.000000","E",,"30643.000000","E",,"30215.000000","A",,"30544.000000","A",,"31350.000000","A",,"29933.000000","A",,"31586.000000","A",,"31231.000000","A",,"32451.000000","A",,"35102.000000","A",,"32810.000000","A",,"34374.000000","A",,"35228.000000","A",,"34889.000000","A",,"33696.000000","A",,"36516.000000","A",,"35465.000000","A",,"36705.000000","A",,"38337.000000","A",,"36800.000000","A",,"38748.000000","A",,"40558.000000","A",,"35699.000000","A",,"36057.000000","A",,"38897.000000","A",,"38377.000000","A",,"38758.000000","E",,"38728.000000","A",,"30103.000000","A",,"37752.000000","A",,"47954.000000","A",,"48021.000000","A",,"45709.000000","A",
"212","'760","Syrian Arab Republic","27","'0113","Rice","5419","Yield","100 g/ha","25000.000000","E",,"26100.000000","E",,"24473.000000","E",,"20000.000000","E",,"19091.000000","E",,"23203.000000","E",,"23293.000000","E",,"19493.000000","E",,"22694.000000","E",,"18171.000000","E",,"15345.000000","E",,"26038.000000","E",,"6667.000000","E",,"44389.000000","E",,"49838.000000","E",,"36881.000000","E",,"30000.000000","E",,"20000.000000","E",,"20000.000000","E",,"45000.000000","E",,"50000.000000","E",,"50000.000000","E",,"50000.000000","E",,"50000.000000","E",,"50000.000000","E",,"50000.000000","E",,"50000.000000","E",,"50000.000000","E",,"50000.000000","E",,"55714.000000","I",,"74118.000000","E",,"74211.000000","E",,"76000.000000","E",,"101765.000000","E",,"97222.000000","E",,"50000.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"208","'762","Tajikistan","27","'0113","Rice","5419","Yield","100 g/ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20184.000000","A",,"18306.000000","A",,"15385.000000","A",,"18000.000000","A",,"17268.000000","A",,"27093.000000","A",,"24566.000000","A",,"24908.000000","A",,"37900.000000","A",,"26100.000000","A",,"28523.000000","A",,"34604.000000","A",,"36408.000000","A",,"32844.000000","A",,"31415.000000","A",,"30707.000000","A",,"52616.000000","A",,"43558.000000","A",,"51740.000000","A",,"58186.000000","A",,"62517.000000","A",,"66592.000000","A",,"71960.000000","A",,"72909.000000","A",,"70534.000000","A",,"78042.000000","A",,"76490.000000","A",,"85882.000000","A",,"76744.000000","E",,"52781.000000","E",
"216","'764","Thailand","27","'0113","Rice","5419","Yield","100 g/ha","16585.000000","E",,"17202.000000","E",,"18725.000000","I",,"18384.000000","I",,"17805.000000","I",,"18360.000000","E",,"17497.000000","E",,"17882.000000","E",,"18474.000000","E",,"20207.000000","E",,"19369.000000","E",,"18308.000000","E",,"19242.000000","E",,"18254.000000","E",,"18308.000000","E",,"18450.000000","E",,"15910.000000","E",,"19552.000000","E",,"18209.000000","E",,"18878.000000","E",,"19521.000000","E",,"18880.000000","E",,"20351.000000","E",,"20670.000000","E",,"20608.000000","E",,"20522.000000","E",,"20147.000000","E",,"21465.000000","E",,"20853.000000","E",,"19556.000000","E",,"22534.000000","A",,"21745.000000","A",,"20497.000000","E",,"23521.000000","A",,"24158.000000","A",,"24098.000000","A",,"23788.000000","A",,"24180.000000","A",,"24244.000000","A",,"26128.000000","A",,"28739.000000","A",,"29338.000000","A",,"29339.000000","A",,"28895.000000","A",,"29974.000000","A",,"29503.000000","A",,"30441.000000","A",,"29974.000000","A",,"29079.000000","A",,"29921.000000","A",,"31867.000000","A",,"31865.000000","A",,"31463.000000","A",,"30586.000000","A",,"28506.000000","A",,"29678.000000","E",,"30690.000000","A",,"30380.000000","A",,"29164.000000","A",,"29064.000000","A",,"29867.000000","A",
"176","'626","Timor-Leste","27","'0113","Rice","5419","Yield","100 g/ha","19949.000000","I",,"17000.000000","E",,"15385.000000","E",,"13652.000000","I",,"16599.000000","I",,"16599.000000","I",,"17576.000000","I",,"19605.000000","I",,"18239.000000","I",,"17933.000000","I",,"15034.000000","I",,"17939.000000","I",,"19486.000000","I",,"23000.000000","E",,"20833.000000","E",,"20000.000000","E",,"20000.000000","E",,"20000.000000","E",,"20000.000000","E",,"20000.000000","E",,"20000.000000","E",,"20000.000000","E",,"20000.000000","E",,"20069.000000","E",,"20000.000000","E",,"20000.000000","E",,"21305.000000","E",,"21562.000000","E",,"25873.000000","E",,"26361.000000","E",,"26237.000000","A",,"27169.000000","A",,"27453.000000","A",,"25759.000000","A",,"25822.000000","A",,"26726.000000","A",,"26742.000000","A",,"26651.000000","A",,"26489.000000","A",,"30000.000000","E",,"15384.000000","E",,"15330.000000","E",,"15025.000000","E",,"15215.000000","E",,"14722.000000","E",,"12313.000000","E",,"15105.000000","E",,"17587.000000","A",,"30970.000000","A",,"30898.000000","A",,"27642.000000","A",,"28451.000000","A",,"31192.000000","A",,"31186.000000","A",,"31082.000000","E",,"31168.000000","E",,"27055.000000","E",,"24877.000000","E",,"21418.000000","A",,"26430.000000","A",,"16966.000000","A",
"213","'795","Turkmenistan","27","'0113","Rice","5419","Yield","100 g/ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22794.000000","A",,"22746.000000","A",,"24865.000000","A",,"27103.000000","A",,"12750.000000","A",,"8406.000000","A",,"6850.000000","E",,"11100.000000","E",,"3900.000000","A",,"11143.000000","E",,"19048.000000","E",,"26071.000000","E",,"22000.000000","E",,"21818.000000","E",,"24107.000000","E",,"13000.000000","A",,"11000.000000","A",,"16000.000000","A",,"17000.000000","A",,"15000.000000","A",,"13288.000000","E",,"11608.000000","E",,"10671.000000","E",,"10531.000000","E",,"10063.000000","E",,"41304.000000","E",,"41304.000000","E",,"40298.000000","A",,"42309.000000","A",,"40450.000000","E",
"235","'860","Uzbekistan","27","'0113","Rice","5419","Yield","100 g/ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32029.000000","A",,"32191.000000","A",,"31622.000000","A",,"19747.000000","A",,"19249.000000","A",,"21347.000000","A",,"25121.000000","A",,"26973.000000","A",,"35224.000000","A",,"23256.000000","A",,"28820.000000","A",,"28992.000000","A",,"28453.000000","A",,"32717.000000","A",,"36927.000000","A",,"41208.000000","A",,"33639.000000","A",,"44656.000000","A",,"36098.000000","A",,"51843.000000","A",,"42689.000000","A",,"75773.000000","A",,"72971.000000","A",,"60389.000000","A",,"62956.000000","A",,"55467.000000","A",,"52464.000000","A",,"48466.000000","A",,"61877.000000","A",,"68373.000000","A",
